code,code_name,tabela,filter,foreign_table,tipo_geometria
2210,Rod - Parada interestadual (2210),tipo_edificacao,Edificação rodoviária,constr_edificacao,"a,p"
2213,Rod - Posto de pedágio (2213),tipo_edificacao,Edificação rodoviária,constr_edificacao,"a,p"
2298,Rod - Outros (2298),tipo_edificacao,Edificação rodoviária,constr_edificacao,"p,a"
2316,Ferrov - Estação ferroviária de passageiros (2316),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"a,p"
2317,Ferrov - Estação metroviária (2317),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"a,p"
2318,Ferrov - Terminal ferroviário de cargas (2318),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"p,a"
2319,Ferrov - Terminal ferroviário de passageiros e cargas (2319),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"a,p"
2320,Ferrov - Oficina de manutenção (2320),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"a,p"
2321,Ferrov - Administração (2321),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"a,p"
2398,Ferrov - Outros (2398),tipo_edificacao,Edificação ferroviária ou metroviária,constr_edificacao,"a,p"
2426,Aero - Terminal de passageiros (2426),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"p,a"
2427,Aero - Terminal de cargas (2427),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"p,a"
2428,Aero - Torre de controle (2428),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"a,p"
2429,Aero - Hangar (2429),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"a,p"
2430,Aero - Serviço de Combate à incendios (SCI) (2430),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"a,p"
2431,Aero - Administração (2431),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"p,a"
2498,Aero - Outros (2498),tipo_edificacao,Edificação aeroportuária,constr_edificacao,"p,a"
2501,Port - Edificação portuária (2501),tipo_edificacao,Edificação portuária,constr_edificacao,"a,p"
2601,Posto de combustivel (2601),tipo_edificacao,Posto de combustivel,constr_edificacao,"p,a"
2901,Dip – Consulado (2901),tipo_edificacao,Representação diplomática,constr_edificacao,"p,a"
2902,Dip – Embaixada (2902),tipo_edificacao,Representação diplomática,constr_edificacao,"p,a"
3001,Seg – Delegacia de polícia civil (3001),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"p,a"
3002,Seg – Posto policia militar (3002),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"p,a"
3003,Seg – Posto guarda municipal (3003),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"a,p"
3004,Seg – Posto de polícia rodoviária federal (3004),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"a,p"
3005,Seg – Polícia militar (3005),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"a,p"
3006,Seg - Prisional (3006),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"a,p"
3007,Seg - Bombeiros Militar (3007),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"p,a"
3008,Seg - Bombeiros Civil (3008),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"a,p"
3098,Seg – Outras polícias (3098),tipo_edificacao,Edificação de segurança pública,constr_edificacao,"p,a"
0,Desconhecido (0),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
1,Poço - água subterrânea (1),tipo_extracao_mineral,NULL,constr_extracao_mineral,"a,p"
3,Petróleo (3),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
4,Mina / Pedreira (4),tipo_extracao_mineral,NULL,constr_extracao_mineral,"a,p"
5,Garimpo (5),tipo_extracao_mineral,NULL,constr_extracao_mineral,"p,a"
5,Gás (5),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
6,Salina (6),tipo_extracao_mineral,NULL,constr_extracao_mineral,"a,p"
8,Poço - petróleo (8),tipo_extracao_mineral,NULL,constr_extracao_mineral,"p,a"
18,Cascalho (18),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
22,Pedra (brita) (22),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
23,Granito (23),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
24,Mármore (24),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
25,Bauxita (25),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
26,Manganês (26),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
27,Talco (27),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
32,Cobre (32),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
33,Carvão mineral (33),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
34,Sal (34),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
35,Ferro (35),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
37,Ouro (37),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
38,Diamante (38),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
39,Prata (39),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
40,Pedra preciosa (40),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
42,Areia (42),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
43,Saibro/piçarra (43),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
45,Ágata (45),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
47,Água marinha (47),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
48,Água mineral (48),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
49,Alexandrita (49),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
50,Ametista (50),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
51,Amianto (51),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
52,Argila (52),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
53,Barita (53),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
54,Bentonita (54),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
55,Calcário (55),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
56,Carvão vegetal (56),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
57,Caulim (57),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
59,Chumbo (59),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
60,Citrino (60),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
61,Crisoberilo (61),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
62,Cristal de rocha (62),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
63,Cromo (63),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
64,Diatomita (64),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
65,Dolomito (65),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
67,Esmeralda (67),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
68,Estanho (68),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
69,Feldspato (69),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
70,Fosfato (70),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
71,Gipsita (71),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
72,Grafita (72),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
73,Granada (73),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
74,Lítio (74),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
78,Magnesita (78),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
79,Mica (79),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
80,Nióbio (80),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
81,Níquel (81),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
82,Opala (82),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
83,Rocha ornamental (83),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
84,Sal-gema (84),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
85,Terras raras (85),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
86,Titânio (86),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
87,Topázio (87),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
88,Tório (88),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
89,Tungstênio (89),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
90,Turfa (90),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
91,Turmalina (91),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
92,Urânio (92),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
93,Vermiculita (93),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
94,Zinco (94),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
99,Outros (99),tipo_produto_residuo,NULL,constr_extracao_mineral,"a,p"
100,Zircônio (100),tipo_produto_residuo,NULL,constr_extracao_mineral,"p,a"
101,Cemitério - Crematório (101),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"p,l,a"
102,Cemitério Parque (102),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"l,p,a"
103,Cemitério Vertical (103),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"l,p,a"
104,Cemitério Comum - Cristã (104),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"a,l,p"
105,Cemitério - Túmulo isolado (105),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"p,l,a"
106,Cemitério Comum - Muçulmana (106),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"p,l,a"
107,Cemitério Comum - Israelita (107),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"l,p,a"
108,Cemitério Comum - Outras religiões (108),tipo_ocupacao_solo,Cemitério,constr_ocupacao_solo,"a,l,p"
201,Campo/Quadra de futebol (201),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"l,p,a"
202,Campo/Quadra de basquete (202),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"l,p,a"
203,Campo/Quadra de vôlei (203),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"l,p,a"
204,Campo/Quadra de pólo (204),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"l,p,a"
205,Campo/Quadra de hipismo (205),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"l,p,a"
206,Campo/Quadra poliesportiva (206),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"a,l,p"
207,Campo/Quadra de tênis (207),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"p,l,a"
298,Campo/Quadra - Outras quadras esportivas (298),tipo_ocupacao_solo,Campo ou quadra,constr_ocupacao_solo,"l,a,p"
301,Pista de atletismo (301),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"p,l,a"
302,Pista de ciclismo (302),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"p,l,a"
303,Pista de motociclismo (303),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"p,a,l"
304,Pista de automobilismo (304),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"l,a,p"
305,Pista de corrida de cavalos (305),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"l,p,a"
306,Pista de bicicross (306),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"p,a,l"
307,Pista de motocross (307),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"l,p,a"
398,Pista - Outras pistas de competição (398),tipo_ocupacao_solo,Pista competição,constr_ocupacao_solo,"a,l,p"
404,Pátio rodoviário (404),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"a,p,l"
405,Pátio ferroviário (405),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"a,p,l"
406,Pátio metroviário (406),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"p,a,l"
409,Pátio aeroportuário (409),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"l,a,p"
414,Pátio portuário (414),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"a,p,l"
415,Pátio hidroviário (415),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"l,a,p"
416,Pátio de dutos (416),tipo_ocupacao_solo,Pátio,constr_ocupacao_solo,"a,l,p"
501,Piscina (501),tipo_ocupacao_solo,Piscina,constr_ocupacao_solo,"a,p,l"
601,Sítio Arqueológico (601),tipo_ocupacao_solo,Sítio Arqueológico,constr_ocupacao_solo,"p,l,a"
701,Ruína (701),tipo_ocupacao_solo,Ruína,constr_ocupacao_solo,"p,a,l"
801,Moega (801),tipo_ocupacao_solo,Equipamento agropecuário,constr_ocupacao_solo,"a,p,l"
802,Moinho (802),tipo_ocupacao_solo,Equipamento agropecuário,constr_ocupacao_solo,"p,l,a"
803,Secador (803),tipo_ocupacao_solo,Equipamento agropecuário,constr_ocupacao_solo,"l,p,a"
804,Tombador (804),tipo_ocupacao_solo,Equipamento agropecuário,constr_ocupacao_solo,"l,a,p"
805,Elevador de grãos (805),tipo_ocupacao_solo,Equipamento agropecuário,constr_ocupacao_solo,"a,l,p"
806,Pivô central (806),tipo_ocupacao_solo,Equipamento agropecuário,constr_ocupacao_solo,"p,a,l"
901,Estacionamento (901),tipo_ocupacao_solo,Estacionamento,constr_ocupacao_solo,"p,l,a"
1001,Arquibancada (1001),tipo_ocupacao_solo,Arquibancada,constr_ocupacao_solo,"a,p,l"
1101,Farol ou farolete (1101),tipo_ocupacao_solo,Farol,constr_ocupacao_solo,"l,p,a"
1601,Estação climatológica principal (1601),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"a,p,l"
1602,Estação climatológica auxiliar (1602),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"l,p,a"
1603,Estação agroclimatológica (1603),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"p,a,l"
1604,Estação pluviométrica (1604),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"a,p,l"
1605,Estação eólica (1605),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"p,l,a"
1606,Estação evaporimétrica (1606),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"l,p,a"
1607,Estação solarimétrica (1607),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"a,p,l"
1608,Estação de radar meteorológico (1608),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"p,l,a"
1609,Estação de rádiosonda (1609),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"l,p,a"
1610,Estação fluviométrica (1610),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"a,l,p"
1611,Estação maregráfica (1611),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"p,a,l"
1612,Estação mares terrestres - crosta (1612),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"l,p,a"
1613,Estação Metero-maregráfica (1613),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"a,p,l"
1614,Estação Hidrológica (1614),tipo_ocupacao_solo,Ponto de estacão de medição de fenômenos,constr_ocupacao_solo,"a,p,l"
8,Escarpa (8),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"l,a,p"
13,Falésia (13),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"p,a,l"
14,Talude (14),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"a,p,l"
15,Dolina (15),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"l,a,p"
16,Duna (16),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"a,l,p"
19,Gruta (19),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"a,p,l"
20,Caverna (20),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"p,a,l"
21,Rocha - Matacão/pedra (21),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"l,p,a"
22,Rocha - Penedo isolado (22),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"p,l,a"
23,Rocha - Area rochosa/lajedo (23),tipo_elemento_fisiografico,NULL,elemnat_elemento_fisiografico,"l,p,a"
1,Poço dágua (1),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,l,p"
2,Poço artesiano (2),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,l,p"
3,Olho dágua (3),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,l,p"
6,Foz marítima (6),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,p,l"
8,Rocha em água (8),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,p,l"
9,Cachoeira (9),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"l,a,p"
10,Salto (10),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"p,a,l"
11,Catarata (11),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,p,l"
12,Corredeira (12),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"p,a,l"
14,Banco de areia fluvial (14),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,p,l"
15,Banco de areia marítimo (15),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"l,a,p"
16,Banco de areia lacustre (16),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,p,l"
17,Banco de areia cordão arenoso (17),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"p,l,a"
18,Recife contiguo (18),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,l,p"
19,Recife afastado (19),tipo_elemento_hidrografico,NULL,elemnat_elemento_hidrografico,"a,l,p"
1,Fluvial (1),tipo_ilha,NULL,elemnat_ilha,"a,p"
2,Marítima (2),tipo_ilha,NULL,elemnat_ilha,"p,a"
3,Lacustre (3),tipo_ilha,NULL,elemnat_ilha,"a,p"
4,Sumidouro (4),tipo_sumidouro_vertedouro,NULL,elemnat_sumidouro_vertedouro,p
5,Vertedouro (5),tipo_sumidouro_vertedouro,NULL,elemnat_sumidouro_vertedouro,p
1,Serra (1),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
2,Morro (2),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
3,Montanha (3),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"p,l"
4,Chapada (4),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"p,l"
5,Maciço (5),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
6,Planalto (6),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
7,Planície (7),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
9,Península (9),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
10,Ponta (10),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
11,Cabo (11),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
12,Praia (12),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
17,Pico (17),tipo_toponimo_fisiografico,NULL,elemnat_toponimo_fisiografico_natural,"l,p"
1,Rio (1),tipo_trecho_drenagem,NULL,elemnat_trecho_drenagem,l
2,Canal (2),tipo_trecho_drenagem,NULL,elemnat_trecho_drenagem,l
3,Trecho pluvial (3),tipo_trecho_drenagem,NULL,elemnat_trecho_drenagem,l
4,Canal encoberto (4),tipo_trecho_drenagem,NULL,elemnat_trecho_drenagem,l
5,Canal não operacional (5),tipo_trecho_drenagem,NULL,elemnat_trecho_drenagem,l
26,Corte (26),tipo_alteracao_fisiografica,NULL,infra_alteracao_fisiografica_antropica,l
27,Aterro (27),tipo_alteracao_fisiografica,NULL,infra_alteracao_fisiografica_antropica,l
1,Barragem (1),tipo_barragem,NULL,infra_barragem,"l,a"
2,Dique (2),tipo_barragem,NULL,infra_barragem,"l,a"
302,Linha de distribuição de energia (302),tipo_elemento_energia,Linha de energia,infra_elemento_energia,"l,p,a"
303,Linha de transmissão de energia (303),tipo_elemento_energia,Linha de energia,infra_elemento_energia,"a,l,p"
405,Estação geradora – Eólica (405),tipo_elemento_energia,Estação geradora de energia,infra_elemento_energia,"l,a,p"
406,Estação geradora – Solar (406),tipo_elemento_energia,Estação geradora de energia,infra_elemento_energia,"l,a,p"
407,Estação geradora – Maré-motriz (407),tipo_elemento_energia,Estação geradora de energia,infra_elemento_energia,"l,a,p"
408,Estação geradora – Hidrelétrica (408),tipo_elemento_energia,Estação geradora de energia,infra_elemento_energia,"a,l,p"
409,Estação geradora – Termelétrica (409),tipo_elemento_energia,Estação geradora de energia,infra_elemento_energia,"l,p,a"
498,Estação geradora – Outras (498),tipo_elemento_energia,Estação geradora de energia,infra_elemento_energia,"p,a,l"
1401,Torre de energia (1401),tipo_elemento_energia,Torre de energia,infra_elemento_energia,"a,p,l"
1701,Aerogerador (1701),tipo_elemento_energia,Aerogerador,infra_elemento_energia,"l,a,p"
1801,Subestação de transmissão de energia elétrica (1801),tipo_elemento_energia,Subestação de energia,infra_elemento_energia,"p,a,l"
1802,Subestação de distribuição de energia elétrica (1802),tipo_elemento_energia,Subestação de energia,infra_elemento_energia,"a,l,p"
701,Quebramar (701),tipo_elemento_infraestrutura,Quebramar,infra_elemento_infraestrutura,"p,l,a"
801,Molhe (801),tipo_elemento_infraestrutura,Molhe,infra_elemento_infraestrutura,"a,l,p"
901,Comporta (901),tipo_elemento_infraestrutura,Comporta,infra_elemento_infraestrutura,"l,a,p"
1001,Eclusa (1001),tipo_elemento_infraestrutura,Eclusa,infra_elemento_infraestrutura,"l,p,a"
1201,Torre de comunicação (1201),tipo_elemento_infraestrutura,Torre de comunicação,infra_elemento_infraestrutura,"l,p,a"
1301,Antena de comunicação (1301),tipo_elemento_infraestrutura,Antena de comunicação,infra_elemento_infraestrutura,"l,a,p"
1400,Plataforma- Desconhecido (1400),tipo_elemento_infraestrutura,Plataforma,infra_elemento_infraestrutura,"l,a,p"
1401,Plataforma- Petróleo (1401),tipo_elemento_infraestrutura,Plataforma,infra_elemento_infraestrutura,"p,l,a"
1402,Plataforma- Gás (1402),tipo_elemento_infraestrutura,Plataforma,infra_elemento_infraestrutura,"a,p,l"
1495,Plataforma- Mista (1495),tipo_elemento_infraestrutura,Plataforma,infra_elemento_infraestrutura,"p,a,l"
1501,Funicular (1501),tipo_elemento_infraestrutura,Funicular,infra_elemento_infraestrutura,"p,a,l"
1601,Cremalheira (1601),tipo_elemento_infraestrutura,Cremalheira,infra_elemento_infraestrutura,"p,l,a"
1701,Girador Ferroviário (1701),tipo_elemento_infraestrutura,Girador Ferroviário,infra_elemento_infraestrutura,"p,l,a"
1801,Fundeadouro (1801),tipo_elemento_infraestrutura,Fundeadouro,infra_elemento_infraestrutura,"l,a,p"
1938,Atrac - Cais (1938),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"a,p,l"
1939,Atrac - Cais flutuante (1939),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"a,l,p"
1940,Atrac - Trapiche (1940),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"p,a,l"
1941,Atrac - Molhe de atracação (1941),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"a,p,l"
1942,Atrac - Pier (1942),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"l,a,p"
1943,Atrac - Dolfim (1943),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"p,l,a"
1944,Atrac - Desembarcadouro (1944),tipo_elemento_infraestrutura,Atracadouro Terminal,infra_elemento_infraestrutura,"p,l,a"
2001,Caminho Aéreo – Teleférico (2001),tipo_elemento_infraestrutura,Caminho Aéreo,infra_elemento_infraestrutura,"l,p,a"
2098,Caminho Aéreo – Outros (2098),tipo_elemento_infraestrutura,Caminho Aéreo,infra_elemento_infraestrutura,"l,a,p"
101,Túnel (101),tipo_elemento_viario,Túnel,infra_elemento_viario,"p,l"
102,Túnel - Passagem subterrânea sob via (102),tipo_elemento_viario,Túnel,infra_elemento_viario,"p,l"
201,Ponte móvel (201),tipo_elemento_viario,Ponte,infra_elemento_viario,"l,p"
202,Ponte pênsil (202),tipo_elemento_viario,Ponte,infra_elemento_viario,"p,l"
203,Ponte fixa (203),tipo_elemento_viario,Ponte,infra_elemento_viario,"p,l"
204,Ponte estaiada (204),tipo_elemento_viario,Ponte,infra_elemento_viario,"p,l"
301,Passagem elevada (301),tipo_elemento_viario,Passagem elevada / Viaduto,infra_elemento_viario,"l,p"
302,Viaduto (302),tipo_elemento_viario,Passagem elevada / Viaduto,infra_elemento_viario,"l,p"
401,Travessia - Vau natural (401),tipo_elemento_viario,Travessia,infra_elemento_viario,"p,l"
402,Travessia - Vau construído (402),tipo_elemento_viario,Travessia,infra_elemento_viario,"p,l"
501,Galeria/Bueiro (501),tipo_elemento_viario,Galeria/Bueiro,infra_elemento_viario,"l,p"
607,Pedestre - Passagem subterrânea (607),tipo_elemento_viario,Travessia pedestre,infra_elemento_viario,"l,p"
608,Pedestre - Passarela (608),tipo_elemento_viario,Travessia pedestre,infra_elemento_viario,"p,l"
609,Pedestre - Pinguela (609),tipo_elemento_viario,Travessia pedestre,infra_elemento_viario,"l,p"
701,Ferrov - Passagem em nível (701),tipo_elemento_viario,Cruzamento ferroviário,infra_elemento_viario,"l,p"
5,Bonde (5),tipo_ferrovia,NULL,infra_ferrovia,l
6,Aeromóvel (6),tipo_ferrovia,NULL,infra_ferrovia,l
7,Trem (7),tipo_ferrovia,NULL,infra_ferrovia,l
8,Metrô (8),tipo_ferrovia,NULL,infra_ferrovia,l
1,Calçadão / Rua pedestre (1),tipo_mobilidade_urbana,NULL,infra_mobilidade_urbana,l
2,Ciclovia (2),tipo_mobilidade_urbana,NULL,infra_mobilidade_urbana,l
9,Pista de pouso (9),tipo_pista_pouso,NULL,infra_pista_pouso,"p,l,a"
10,Pista de táxi (10),tipo_pista_pouso,NULL,infra_pista_pouso,"a,l,p"
11,Heliponto (11),tipo_pista_pouso,NULL,infra_pista_pouso,"a,l,p"
1,Balsa (1),tipo_travessia,NULL,infra_travessia_hidroviaria,l
2,Bote transportador (2),tipo_travessia,NULL,infra_travessia_hidroviaria,l
101,Calha - Água pluvial (101),tipo_trecho_duto,Calha,infra_trecho_duto,l
201,Correia transp - Minério (201),tipo_trecho_duto,Correia transportadora,infra_trecho_duto,l
202,Correia transp - Grãos (202),tipo_trecho_duto,Correia transportadora,infra_trecho_duto,l
298,Correia transp - Outros (298),tipo_trecho_duto,Correia transportadora,infra_trecho_duto,l
300,Duto – Desconhecido (300),tipo_trecho_duto,Duto,infra_trecho_duto,l
301,Duto – Água (301),tipo_trecho_duto,Duto,infra_trecho_duto,l
302,Duto – Óleo (302),tipo_trecho_duto,Duto,infra_trecho_duto,l
